"Location","Label","Namespace","Preview"
"1410ca7b8","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrBreakInInterface::RejectBreakIn(unsigned_char,unsigned_int,unsigned_int,unsigned_int,enum_Frpg2Sv::Frpg2RejectCode)___ptr64'::`5'::NetSvrRejectBreakInJob","vftable"
"1410ca828","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<unsigned_char,struct_DLUT::TypeList::DLTypeList<unsigned_int,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrBreakInInterface*___ptr64,void_(__cdecl_NetSvrBreakInInterface::*)(unsigned_char,unsigned_int,void_const*___ptr64,unsigned___int64)___ptr64>","vftable"
"1410ca848","vftable","DLUTD::DLFunctorHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2BreakIn::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_DLUT::DLBinderFirst<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<unsigned_char,struct_DLUT::TypeList::DLTypeList<unsigned_int,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>_>_>","vftable"
"1410ca868","vftable","DLUTD::DLFunctorHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2BreakIn::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,void_(__cdecl*)(unsigned_int,void_const*___ptr64,unsigned___int64)>","vftable"
"1410ca8d8","vftable","NetSvrBreakInManager","vftable"
"1410ca950","vftable","NetSvrBreakInManager","vftable"
"1410caac0","vftable","NetSvrBreakInPushNotifyBuffer","vftable"
"1410caae8","vftable","NetSvrBreakInSummonJob","vftable"
"1410cab88","vftable","NetSvrBreakInSummonJob","vftable"
"1410cac38","vftable","NetSvrClientPushNotifyBuffer","vftable"
"1410cac58","vftable","NetSvrCreateDisplayGhostJobBase","vftable"
"1410cacb8","vftable","NetSvrCreateNetDisplayGhostJob","vftable"
"1410cad18","vftable","NetSvrCreateNpcDisplayGhostJob","vftable"
"1410cadc8","vftable","NetSvrList","vftable"
"1410cade0","vftable","NetSvrMemory","vftable"
"1410cadf8","vftable","DLKRD::HeapAllocator<class_DLKR::DLDynamicHeap<class_WinAssertHeapStrategy<class_DLKR::DLBiHeapStrategy<class_DLKR::DLBiHeap,class_DLKR::DLMultiThreadingPolicy>_>_>_>","vftable"
"1410caed8","vftable","DynamicHeapMemoryTemplate<class_WinAssertHeapStrategy<class_DLKR::DLBiHeapStrategy<class_DLKR::DLBiHeap,class_DLKR::DLMultiThreadingPolicy>_>_>","vftable"
"1410caf48","vftable","DLKRD::HeapAllocator<class_DLKR::DLDynamicHeap<class_WinAssertHeapStrategy<class_DLKR::DLDefaultHeapStrategy<class_DLKR::DLSmallObjectHeapWrapper<class_DLKR::DLRegularHeap,0,4096,128,16>,class_DLKR::DLMultiThreadingPolicy>_>_>_>","vftable"
"1410cb028","vftable","DynamicHeapMemoryTemplate<class_WinAssertHeapStrategy<class_DLKR::DLDefaultHeapStrategy<class_DLKR::DLSmallObjectHeapWrapper<class_DLKR::DLRegularHeap,0,4096,128,16>,class_DLKR::DLMultiThreadingPolicy>_>_>","vftable"
"1410cb1b8","vftable","NetSvrMonitorJobBase","vftable"
"1410cb218","vftable","NetSvrMonitorJobBase","vftable"
"1410cb278","vftable","NetSvrPreviewChrProduct","vftable"
"1410cb288","vftable","NetSvrPreviewChrManager","vftable"
"1410cb308","vftable","`anonymous_namespace'::WaitFadeoutJob","vftable"
"1410cb378","vftable","NetJob::CallMemberFunctionJob::MethodCallJob<struct_NetJob::CallMemberFunctionJob::CallContainer0<class_NetSvrPreviewChrManager,void>_>","vftable"
"1410cb3e8","vftable","NetSvrSummonJobBase","vftable"
"1410cb488","vftable","NetSvrSummonJobBase","vftable"
"1410cb4e8","vftable","AbstractNetSvrMySignManager","vftable"
"1410cb4f8","vftable","NetSvrDuelAcceptManager","vftable"
"1410cb508","vftable","`private:_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelAcceptManager::_CreateJoinMonitor(class_DuelBattleMap)___ptr64'::`2'::JoinMonitorJob","vftable"
"1410cb578","vftable","NetJob::CallMemberFunctionJob::MethodCallJob<struct_NetJob::CallMemberFunctionJob::CallContainer0<class_NetSvrDuelAcceptManager,void>_>","vftable"
"1410cb608","vftable","NetJob::RetryOnFailJob","vftable"
"1410cb678","vftable","NetIngameDuelJob::CallEventJob","vftable"
"1410cb768","vftable","`anonymous_namespace'::NetJobSequenceAbortOnDead","vftable"
"1410cb7d8","vftable","`anonymous_namespace'::NetJobSequenceAbortOnDead","vftable"
"1410cb838","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::RegisterWait(struct_NetSvrDuelWaitParam_const&___ptr64)'::`2'::RegisterDuelWaitJob","vftable"
"1410cb8a8","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::UnRegisterWait(struct_NetSvrDuelWaitParam_const&___ptr64)'::`2'::UnRegisterDuelWaitJob","vftable"
"1410cb918","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::UpdateRegisterWait(struct_NetSvrDuelWaitParam_const&___ptr64)'::`2'::UpdateDuelWaitJob","vftable"
"1410cb988","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::WaitJoinRequest(struct_NetSvrDuelJoinRequestMsg&___ptr64)'::`2'::WaitJoinRequestJob","vftable"
"1410cb9f8","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::CheckJoiningPlayer(struct_NetSvrDuelJoinRequestMsg_const&___ptr64,enum_DUEL_BATTLE_MAP)'::`2'::CheckJoiningPlayerJob","vftable"
"1410cba68","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::AllowJoinRequest(struct_NetSvrDuelJoinRequestMsg_const&___ptr64)'::`2'::AllowJoinRequestJob","vftable"
"1410cbad8","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::RejectJoinRequest(struct_NetSvrDuelJoinRequestMsg_const&___ptr64)'::`2'::RejectJoinRequestJob","vftable"
"1410cbb48","vftable","`public:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJob::WaitEnemyJoin(struct_NetSvrDuelJoinRequestMsg_const&___ptr64)'::`2'::WaitEnemyJoinJob","vftable"
"1410cbbb8","vftable","`private:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJoinJob::_Search(struct_NetSvrDuelSearchParam_const&___ptr64,class_NetSvrDuelRoomInfoList&___ptr64)'::`2'::DuelSearchJob","vftable"
"1410cbc28","vftable","`private:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJoinJob::_RequestJoin(class_NetSvrDuelRoomInfoList&___ptr64,struct_NetSvrDuelAllowJoinMsg&___ptr64)'::`2'::RequestJoinJob","vftable"
"1410cbc98","vftable","`private:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJoinJob::_JoinSession(struct_NetSvrDuelAllowJoinMsg_const&___ptr64,class_DuelBattleMap)'::`2'::JoinSessionJob","vftable"
"1410cbd08","vftable","`private:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJoinJob::_RequestJoin(class_NetSvrDuelRoomInfoList&___ptr64)'::`2'::RequestJoinJob","vftable"
"1410cbd78","vftable","`private:_static_class_INetSvrJob*___ptr64___cdecl_NetSvrDuelJoinJob::_WaitJoinAlllow(struct_NetSvrDuelAllowJoinMsg&___ptr64)'::`2'::WaitJoinAlllowJob","vftable"
"1410cbde8","vftable","NetSvrDuelJoinManager","vftable"
"1410cbdf8","vftable","NetSvrDuelManager","vftable"
"1410cbec8","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2QuickMatch::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrDuelMessageContainer*___ptr64,void_(__cdecl_NetSvrDuelMessageContainer::*)(unsigned_int,void_const*___ptr64,unsigned_int)___ptr64>","vftable"
"1410cbee8","vftable","DLUTD::DLFunctorHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2QuickMatch::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,void_(__cdecl*)(unsigned_int,void_const*___ptr64,unsigned___int64)>","vftable"
"1410cbf08","vftable","NetSvrGhostContainer","vftable"
"1410cbfb8","vftable","NetSvrGhostInterface","vftable"
"1410cbfc8","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrGhostInterface::CreateGhostData(unsigned_int,struct_Frpg2Sv::CellAddress,struct_NetSvrGhostData_const&___ptr64)___ptr64'::`13'::NetSvrCreateGhostDataJob","vftable"
"1410cc038","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrGhostInterface::GetGhostDataList(unsigned_int,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::RequestCellLimit>_const&___ptr64,unsigned_int,class_Frpg2ClientLib::Frpg2Vector<struct_App_GhostData>*___ptr64)___ptr64'::`9'::NetSvrGetGhostDataListJob","vftable"
"1410cc148","vftable","NetSvrGhostManager","vftable"
"1410cc1c8","vftable","`private:_void___cdecl_NetSvrGhostManager::_StartGetWanderingGhost(void)___ptr64'::`19'::NetSvrReloadGhostJob","vftable"
"1410cc228","vftable","NetJob::NetJobBase","vftable"
"1410cc288","vftable","NetJob::SuccessJob","vftable"
"1410cc2e8","vftable","NetJob::FailJob","vftable"
"1410cc348","vftable","NetJob::DynamicCreateJob","vftable"
"1410cc3b8","vftable","NetJob::FailFollowJob","vftable"
"1410cc418","vftable","NetJob::WaitJob","vftable"
"1410cc488","vftable","NetJob::MultiplayJoinStopJob","vftable"
"1410cc4f8","vftable","NetJob::CallMemberFunctionJob::MethodCallJob<struct_NetJob::CallMemberFunctionJob::CallContainer0<class_NetSummonManager,void>_>","vftable"
"1410cc568","vftable","NetSvrCreateHostJob","vftable"
"1410cc5c8","vftable","NetSvrJob","vftable"
"1410cc638","vftable","NetSvrJobProxy","vftable"
"1410cc738","vftable","NetSvrJobRunner","vftable"
"1410cc748","vftable","NetSvrJobSequence","vftable"
"1410cc7b8","vftable","NetSvrTimerJob","vftable"
"1410cca18","vftable","NetSvrLoginManager","vftable"
"1410cce10","vftable","NetSvrMirrorKnightSignInterface","vftable"
"1410cce48","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrMirrorKnightSignInterface::CreateSummonSign(unsigned_int,struct_Frpg2Sv::CellAddress_const&___ptr64,struct_Frpg2Sv::MatchingParameter_const&___ptr64,enum_Frpg2Sv::Frpg2SignType,struct_NetSvrSummonSignAppData_const&___ptr64,unsigned_int*___ptr64)___ptr64'::`5'::NetSvrCreateSummonSignJob","vftable"
"1410cceb8","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrMirrorKnightSignInterface::UpdateSummonSign(struct_SUMMON_SIGN_ID_const&___ptr64)___ptr64'::`9'::NetSvrUpdateSummonSignJob","vftable"
"1410ccf28","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrMirrorKnightSignInterface::RemoveSummonSign(struct_SUMMON_SIGN_ID_const&___ptr64)___ptr64'::`9'::NetSvrRemoveSummonSignJob","vftable"
"1410ccf98","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrMirrorKnightSignInterface::RejectSummonSign(struct_SUMMON_SIGN_ID_const&___ptr64,unsigned_int,enum_Frpg2Sv::Frpg2RejectCode)___ptr64'::`9'::NetSvrRejectSummonSignJob","vftable"
"1410cd008","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrMirrorKnightSignInterface::CreateGetMirrorKnightSignListJob(unsigned_int,struct_Frpg2Sv::MatchingParameter_const&___ptr64,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::SignData>*___ptr64)___ptr64'::`6'::NetSvrGetSummonSignListJob","vftable"
"1410cd078","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrMirrorKnightSignInterface::CreateSummonMirrorKnightSignJob(struct_Frpg2Sv::SignInfo,struct_NetSvrSummonSignSessionAppData_const&___ptr64)___ptr64'::`5'::NetSvrSummonSummonSignJob","vftable"
"1410cd0e8","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2MirrorKnightSign::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrMirrorKnightSignInterface*___ptr64,void_(__cdecl_NetSvrMirrorKnightSignInterface::*)(unsigned_int,void_const*___ptr64,unsigned___int64)___ptr64>","vftable"
"1410cd108","vftable","DLUTD::DLFunctorHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2MirrorKnightSign::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,void_(__cdecl*)(unsigned_int,void_const*___ptr64,unsigned___int64)>","vftable"
"1410cd128","vftable","NetSvrMirrorKnightSignSummonJob","vftable"
"1410cd1c8","vftable","NetSvrMirrorKnightSignSummonJob","vftable"
"1410cd228","vftable","NetSvrClientInterface","vftable"
"1410cd238","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrClientInterface::Connect(struct_Frpg2ClientLib::Frpg2ClientConfig_const&___ptr64)___ptr64'::`5'::NetSvrConnectJob","vftable"
"1410cd2a8","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrClientInterface::GetAnnounceMessageList(unsigned_int,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::AnnounceMessage>*___ptr64,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::AnnounceMessage>*___ptr64)___ptr64'::`13'::NetSvrGetAnnounceMessageListJob","vftable"
"1410cd318","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<class_DLTX::DLBasicString<char,class_DLTX::DLStringTraits,0>_const&___ptr64,struct_DLUT::TypeList::DLTypeList<class_DLUT::DLDateTime_const&___ptr64,struct_DLUT::TypeList::DLTypeList<enum_Frpg2Sv::Frpg2LanguageCode,struct_DLUT::TypeList::DLTypeList<unsigned_int,class_DLUT::DLNullType>_>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrClientInterface*___ptr64,void_(__cdecl_NetSvrClientInterface::*)(class_DLTX::DLBasicString<char,class_DLTX::DLStringTraits,0>_const&___ptr64,class_DLUT::DLDateTime_const&___ptr64,enum_Frpg2Sv::Frpg2LanguageCode,unsigned_int)___ptr64>","vftable"
"1410cd338","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::RegulationDiffData>_const&___ptr64,class_DLUT::DLNullType>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrClientInterface*___ptr64,void_(__cdecl_NetSvrClientInterface::*)(class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::RegulationDiffData>_const&___ptr64)___ptr64>","vftable"
"1410cd3a8","vftable","NetSvrManager","vftable"
"1410cd560","vftable","NetSvrManager","vftable"
"1410cd598","vftable","NetSvrManager","vftable"
"1410cd5b8","vftable","NetSvrProperties","vftable"
"1410cd630","vftable","NetSvrProperties","vftable"
"1410cd648","vftable","NetSvrNotifyInterface","vftable"
"1410cd658","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2Notify::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrNotifyInterface*___ptr64,void_(__cdecl_NetSvrNotifyInterface::*)(unsigned_int,void_const*___ptr64,unsigned_int)___ptr64>","vftable"
"1410cd678","vftable","DLUTD::DLFunctorHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2Notify::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,void_(__cdecl*)(unsigned_int,void_const*___ptr64,unsigned___int64)>","vftable"
"1410cd6e8","vftable","NetSvrPlayerInterface","vftable"
"1410cd6f8","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrPlayerInterface::GetLoginPlayerCharacter(unsigned_int,struct_App_PlayerCharacterInfo*___ptr64)___ptr64'::`5'::NetSvrGetLoginPlayerCharacter","vftable"
"1410cd768","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrPlayerInterface::UpdateLoginPlayerCharacter(unsigned_int,class_Frpg2ClientLib::Frpg2Vector<unsigned_int>_const&___ptr64,unsigned_int*___ptr64)___ptr64'::`9'::NetSvrUpdateLoginPlayerCharacterJob","vftable"
"1410cd7d8","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrPlayerInterface::GetRightMatchingArea(struct_Frpg2Sv::MatchingParameter_const&___ptr64,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::AreaLevelData>*___ptr64)___ptr64'::`9'::NetSvrGetRightMatchingArea","vftable"
"1410cd938","vftable","NetSvrPlayerManager","vftable"
"1410cdbe0","vftable","NetSvrStateChartManager","vftable"
"1410cddb8","vftable","NetSvrSummonSignInterface","vftable"
"1410cddf8","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrSummonSignInterface::CreateSummonSign(unsigned_int,struct_Frpg2Sv::CellAddress_const&___ptr64,struct_Frpg2Sv::MatchingParameter_const&___ptr64,enum_Frpg2Sv::Frpg2SignType,struct_NetSvrSummonSignAppData_const&___ptr64,unsigned_int*___ptr64)___ptr64'::`9'::NetSvrCreateSummonSignJob","vftable"
"1410cde68","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrSummonSignInterface::UpdateSummonSign(struct_SUMMON_SIGN_ID_const&___ptr64)___ptr64'::`9'::NetSvrUpdateSummonSignJob","vftable"
"1410cded8","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrSummonSignInterface::RemoveSummonSign(struct_SUMMON_SIGN_ID_const&___ptr64)___ptr64'::`9'::NetSvrRemoveSummonSignJob","vftable"
"1410cdf48","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrSummonSignInterface::RejectSummonSign(struct_SUMMON_SIGN_ID_const&___ptr64,unsigned_int,enum_Frpg2Sv::Frpg2RejectCode)___ptr64'::`9'::NetSvrRejectSummonSignJob","vftable"
"1410cdfb8","vftable","`public:_virtual_class_INetSvrJob*___ptr64___cdecl_NetSvrSummonSignInterface::GetSummonSignList(unsigned_int,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::SignCellGetInfo>_const&___ptr64,unsigned_int,struct_Frpg2Sv::MatchingParameter_const&___ptr64,bool,bool,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2Sv::SignInfo>*___ptr64,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::SignData>*___ptr64)___ptr64'::`9'::NetSvrGetSummonSignListJob","vftable"
"1410ce028","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrSummonSignInterface::SummonSummonSign(unsigned_int,struct_Frpg2Sv::CellAddress_const&___ptr64,struct_Frpg2Sv::SignInfo,struct_NetSvrSummonSignSessionAppData_const&___ptr64)___ptr64'::`9'::NetSvrSummonSummonSignJob","vftable"
"1410ce098","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2Sign::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrSummonSignInterface*___ptr64,void_(__cdecl_NetSvrSummonSignInterface::*)(unsigned_int,void_const*___ptr64,unsigned___int64)___ptr64>","vftable"
"1410ce0b8","vftable","DLUTD::DLFunctorHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2Sign::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,void_(__cdecl*)(unsigned_int,void_const*___ptr64,unsigned___int64)>","vftable"
"1410ce1f8","vftable","NetSvrSummonSignManager","vftable"
"1410ce270","vftable","NetSvrSummonSignManager","vftable"
"1410ce380","vftable","NetSvrSummonSignPushNotifyBuffer","vftable"
"1410ce3a8","vftable","NetSvrSummonSignSummonJob","vftable"
"1410ce448","vftable","NetSvrSummonSignSummonJob","vftable"
"1410ce5a8","vftable","NetSvrFailFollowJobSequence","vftable"
"1410ce790","vftable","NetSvrVisitorInterface","vftable"
"1410ce7a8","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrVisitorInterface::GetVisitorList(struct_SvrVisitorIF::GET_VISITOR_LIST_PARAM_const&___ptr64,class_Frpg2ClientLib::Frpg2Vector<struct_Frpg2ClientLib::VisitorData>*___ptr64)___ptr64'::`9'::NetSvrGetVisitorListJob","vftable"
"1410ce818","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrVisitorInterface::RequestVisit(struct_SvrVisitorIF::REQUEST_VISIT_PARAM_const&___ptr64)___ptr64'::`5'::NetSvrVisitJob","vftable"
"1410ce888","vftable","`public:_class_INetSvrJob*___ptr64___cdecl_NetSvrVisitorInterface::RejectVisit(struct_SvrVisitorIF::REJECT_VISIT_PARAM_const&___ptr64)___ptr64'::`5'::NetSvrRejectVisitJob","vftable"
"1410ce8f8","vftable","DLUTD::DLMemFunHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2Visitor::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,class_NetSvrVisitorInterface*___ptr64,void_(__cdecl_NetSvrVisitorInterface::*)(unsigned_int,void_const*___ptr64,unsigned___int64)___ptr64>","vftable"
"1410ce918","vftable","DLUTD::DLFunctorHandler<class_DLUT::DLFunctor<void,struct_DLUT::TypeList::DLTypeList<enum_Frpg2ClientLib::Frpg2Visitor::CallbackType,struct_DLUT::TypeList::DLTypeList<void_const*___ptr64,struct_DLUT::TypeList::DLTypeList<unsigned___int64,class_DLUT::DLNullType>_>_>,class_Frpg2ClientLib::Frpg2MemoryObjectModel>,void_(__cdecl*)(unsigned_int,void_const*___ptr64,unsigned___int64)>","vftable"
"1410ce988","vftable","NetSvrVisitorManager","vftable"
"1410cea00","vftable","NetSvrVisitorManager","vftable"
"1410ceb10","vftable","NetSvrVisitorPushNotifyBuffer","vftable"
"1410ceb28","vftable","NetSvrVisitorSummonJob","vftable"
"1410cebc8","vftable","NetSvrVisitorSummonJob","vftable"
"1410cec28","vftable","NetAcceptMultiplayCtrl","vftable"
"1410cef28","vftable","NetJobUpdateContext","vftable"
"1410cef38","vftable","NetDuelAcceptMultiplayCtrl","vftable"
"1410cf088","vftable","NetIngameDuelJob::ConsumeStartItem","vftable"
"1410cf0f8","vftable","NetIngameDuelJob::ShowDuelStartDialogJob","vftable"
"1410cf168","vftable","`anonymous_namespace'::GoDuelField","vftable"
"1410cf1d8","vftable","`anonymous_namespace'::WaitGuestWarpFinished","vftable"
"1410cf248","vftable","`anonymous_namespace'::WaitDuelEnd","vftable"
"1410cf2b8","vftable","`anonymous_namespace'::WaitGuestDisconnect","vftable"
"1410cf328","vftable","`anonymous_namespace'::LeaveSession","vftable"
"1410cf398","vftable","`anonymous_namespace'::ReturnMyWorld","vftable"
"1410cf408","vftable","`private:_class_INetSvrJob*___ptr64___cdecl_NetDuelAcceptMultiplayCtrl::_CreateMultplayFlowJob(void)___ptr64'::`2'::SetPhase","vftable"
"1410cf478","vftable","`private:_class_INetSvrJob*___ptr64___cdecl_NetDuelAcceptMultiplayCtrl::_CreateMultplayFlowJob(void)___ptr64'::`3'::WaitPhase","vftable"
"1410cf4e8","vftable","NetJob::CallMemberFunctionJob::MethodCallJob<struct_NetJob::CallMemberFunctionJob::CallContainer0<class_NetDuelAcceptMultiplayCtrl,void>_>","vftable"
"1410cf698","vftable","NetDuelJoinMultiplayCtrl","vftable"
"1410cf7b8","vftable","`private:_class_INetSvrJob*___ptr64___cdecl_NetDuelJoinMultiplayCtrl::_CreateMultplayFlowJob(void)___ptr64'::`2'::WaitPhase","vftable"
"1410cf828","vftable","`private:_class_INetSvrJob*___ptr64___cdecl_NetDuelJoinMultiplayCtrl::_CreateMultplayFlowJob(void)___ptr64'::`3'::WaitDuelEnd","vftable"
"1410cf898","vftable","NetJoinMultiplayCtrl","vftable"
"1410cf9b8","vftable","NetSummonAcceptMultiplayCtrl","vftable"
"1410cfb08","vftable","NetSummonAcceptMultiplayCtrl","vftable"
"1410cfb70","vftable","NetSummonSlotAreaManager","vftable"
"1410cfb88","vftable","`class_INetSvrJob*___ptr64___cdecl_NetSummonJobFactory::CreatePhantomSensingBullet(float,unsigned_char,unsigned_char,class_DLUT::DLFixedVector<class_NetPhantomId,5,0>_const&___ptr64)'::`5'::CreatePhantomSensingBulletJob","vftable"
"1410cfbf8","vftable","NetSummonJoinMultiplayCtrl","vftable"
"1410cfd18","vftable","NetSummonJoinMultiplayCtrl","vftable"
"1410d00f0","vftable","NetSummonPacketCtrl","vftable"
"1410d0118","vftable","NetSummonSlotCtrl","vftable"
"1410d07b8","vftable","WordCheckerFileCap","vftable"
"1410d0898","vftable","DLRF::DLRuntimeClassImpl<class_WordCheckerFileCap,0>","vftable"
